"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USS0012P01S","CHALENDER, AZ US","35.26","-112.06","2164.1","2013-04",,,"0","T","0",",",,,"22",",T,19,","0",",,T,30,+",,,"0.00",",,T,30,+","76",",T,29,",,,"5209","T",,,,,"0.00",",,,T",,,"48.0",",T","62.1",",,,T","34.0",",,,T",,,,,,,,,,,,
"US1AZCH0008","SIERRA VISTA 4.8 SE, AZ US","31.502346","-110.239556","1386.5","2013-01",,,,,,,"0","5,N",,,,,"0.0","5,,N,31,+","0.23","1,,N,27,",,,,,,,,,,,"0.55","1,,,N","0.0","5,,,N",,,,,,,,,,,,,,,,,,
"US1AZCH0008","SIERRA VISTA 4.8 SE, AZ US","31.502346","-110.239556","1386.5","2013-02",,,,,,,"1","4,N",,,,,"1.0","4,,N,12,","0.12","1,,N,21,",,,,,,,,,,,"0.24","1,,,N","1.0","4,,,N",,,,,,,,,,,,,,,,,,
"US1AZCH0008","SIERRA VISTA 4.8 SE, AZ US","31.502346","-110.239556","1386.5","2013-03",,,,,,,"0","3,N",,,,,"0.0","3,,N,31,+","0.25","1,,N,09,",,,,,,,,,,,"0.28","1,,,N","0.0","3,,,N",,,,,,,,,,,,,,,,,,
"US1AZCH0008","SIERRA VISTA 4.8 SE, AZ US","31.502346","-110.239556","1386.5","2013-04",,,,,,,"0","3,N",,,,,"0.0","3,,N,30,+","0.05","2,,N,09,",,,,,,,,,,,"0.05","2,,,N","0.0","3,,,N",,,,,,,,,,,,,,,,,,
"USC00029562","Y LIGHTNING RANCH, AZ US","31.4516","-110.2266","1399.0","2013-01",,,"0",,,,,,"12",",7,15,",,,,,"0.21",",,7,27,","75",",7,25,+",,,"1349",,,,,,"0.56",",,,7",,,"44.0",",7","58.6",",,,7","29.3",",,,7",,,,,,,,,,,,
"USC00029562","Y LIGHTNING RANCH, AZ US","31.4516","-110.2266","1399.0","2013-02",,,"0",,,,,,"19",",7,12,",,,,,"0.26",",,7,21,","73",",7,04,+",,,"1894",,,,,,"0.33",",,,7",,,"45.5",",7","61.3",",,,7","29.7",",,,7",,,,,,,,,,,,
"USC00029562","Y LIGHTNING RANCH, AZ US","31.4516","-110.2266","1399.0","2013-03",,,"2",,,,,,"32","1,7,09,",,,,,"0.39",",,7,09,","87","1,7,16,+",,,"2081",,,,,,"0.47",",,,7",,,"58.8","1,7","75.5","1,,,7","42.2","1,,,7",,,,,,,,,,,,
"USC00029562","Y LIGHTNING RANCH, AZ US","31.4516","-110.2266","1399.0","2013-04",,,"52",,,,,,"33",",7,10,",,,,,"0.04",",,7,10,","91",",7,30,",,,"2176",,,,,,"0.04",",,,7",,,"63.5",",7","80.5",",,,7","46.5",",,,7",,,,,,,,,,,,
"US1AZPN0033","CASA GRANDE 6.5 NNW, AZ US","32.960318","-111.784072","453.2","2013-01",,,,,,,"0","4,N",,,,,"0.0","4,,N,31,+","0.87",",,N,26,",,,,,,,,,,,"1.10",",,,N","0.0","4,,,N",,,,,,,,,,,,,,,,,,
"US1AZPN0033","CASA GRANDE 6.5 NNW, AZ US","32.960318","-111.784072","453.2","2013-02",,,,,,,"0","3,N",,,,,"0.0","3,,N,28,+","0.77",",,N,21,",,,,,,,,,,,"0.77",",,,N","0.0","3,,,N",,,,,,,,,,,,,,,,,,
"US1AZPN0033","CASA GRANDE 6.5 NNW, AZ US","32.960318","-111.784072","453.2","2013-03",,,,,,,"0","3,N",,,,,"0.0","3,,N,31,+","0.35",",,N,08,",,,,,,,,,,,"0.65",",,,N","0.0","3,,,N",,,,,,,,,,,,,,,,,,
"US1AZPN0033","CASA GRANDE 6.5 NNW, AZ US","32.960318","-111.784072","453.2","2013-04",,,,,,,"0","1,N",,,,,"0.0","1,,N,30,+","0.20",",,N,09,",,,,,,,,,,,"0.20",",,,N","0.0","1,,,N",,,,,,,,,,,,,,,,,,
"USR0000AGRE","GREER ARIZONA, AZ US","34.06","-109.45","2499.4","2013-01",,,"0","U",,,,,"-15",",U,15,",,,,,,,"58",",U,23,",,,"3701","U",,,,,,,,,"25.9",",U","40.1",",,,U","11.7",",,,U",,,,,,,,,,,,
"USR0000AGRE","GREER ARIZONA, AZ US","34.06","-109.45","2499.4","2013-02",,,"0","U",,,,,"3",",U,27,+",,,,,,,"51",",U,16,",,,"4747","U",,,,,,,,,"27.6",",U","39.5",",,,U","15.7",",,,U",,,,,,,,,,,,
"USR0000AGRE","GREER ARIZONA, AZ US","34.06","-109.45","2499.4","2013-03",,,"0","U",,,,,"10",",U,01,",,,,,,,"66",",U,15,+",,,"5507","U",,,,,,,,,"40.5",",U","53.2",",,,U","27.8",",,,U",,,,,,,,,,,,
"USR0000AGRE","GREER ARIZONA, AZ US","34.06","-109.45","2499.4","2013-04",,,"0","U",,,,,"12",",U,18,",,,,,,,"69",",U,30,+",,,"6126","U",,,,,,,,,"44.3",",U","57.5",",,,U","31.2",",,,U",,,,,,,,,,,,
"USC00028590","TOHONO CHUL, AZ US","32.3391","-110.9808","770.2","2013-01",,,"0","7",,,,,"17","1,7,15,",,,,,"0.48","1,,7,26,","81","1,7,24,",,,,,,,,,"1.11","1,,,7",,,"48.3","1,7","62.6","1,,,7","33.9","1,,,7",,,,,,,,,,,,
"USC00028590","TOHONO CHUL, AZ US","32.3391","-110.9808","770.2","2013-02",,,"0","7",,,,,"28",",7,25,",,,,,"0.70",",,7,21,","75",",7,18,+",,,,,,,,,"1.03",",,,7",,,"49.5",",7","64.1",",,,7","34.9",",,,7",,,,,,,,,,,,
"USC00028590","TOHONO CHUL, AZ US","32.3391","-110.9808","770.2","2013-03",,,"49","7",,,,,"31","1,7,01,",,,,,"0.25",",,7,09,","93",",7,16,",,,,,,,,,"0.27",",,,7",,,"62.7","1,7","79.2",",,,7","46.1","1,,,7",,,,,,,,,,,,
"USC00028590","TOHONO CHUL, AZ US","32.3391","-110.9808","770.2","2013-04",,,"164","7",,,,,"41","1,7,18,",,,,,"0.16",",,7,09,","98","1,7,30,",,,,,,,,,"0.16",",,,7",,,"67.7","2,7","83.5","1,,,7","51.8","1,,,7",,,,,,,,,,,,
"US1AZPN0037","CASA GRANDE 5.7 SE, AZ US","32.809","-111.684","450.2","2013-01",,,,,,,"0","5,N",,,,,"0.0","5,,N,31,+","0.99",",,N,26,",,,,,,,,,,,"1.27",",,,N","0.0","5,,,N",,,,,,,,,,,,,,,,,,
"US1AZPN0037","CASA GRANDE 5.7 SE, AZ US","32.809","-111.684","450.2","2013-02",,,,,,,"0","1,N",,,,,"0.0","1,,N,28,+","0.65",",,N,21,",,,,,,,,,,,"0.65",",,,N","0.0","1,,,N",,,,,,,,,,,,,,,,,,
"US1AZPN0037","CASA GRANDE 5.7 SE, AZ US","32.809","-111.684","450.2","2013-03",,,,,,,"0","2,N",,,,,"0.0","2,,N,31,+","0.52",",,N,09,",,,,,,,,,,,"0.73",",,,N","0.0","2,,,N",,,,,,,,,,,,,,,,,,
"US1AZPN0037","CASA GRANDE 5.7 SE, AZ US","32.809","-111.684","450.2","2013-04",,,,,,,"0","1,N",,,,,"0.0","1,,N,30,+","0.17",",,N,09,",,,,,,,,,,,"0.17",",,,N","0.0","1,,,N",,,,,,,,,,,,,,,,,,
"USR0000AOAK","OAK CREEK ARIZONA, AZ US","34.9417","-111.7517","1500.8","2013-01",,,"0","U",,,,,"10",",U,13,",,,,,,,"68",",U,22,",,,"1981","U",,,,,,,,,"39.6",",U","51.1",",,,U","28.0",",,,U",,,,,,,,,,,,
"USR0000AOAK","OAK CREEK ARIZONA, AZ US","34.9417","-111.7517","1500.8","2013-02",,,"0","U",,,,,"16",",U,22,+",,,,,,,"70",",U,16,",,,"2646","U",,,,,,,,,"41.2",",U","54.3",",,,U","28.1",",,,U",,,,,,,,,,,,
"USR0000AOAK","OAK CREEK ARIZONA, AZ US","34.9417","-111.7517","1500.8","2013-03",,,,,,,,,"29","3,U,10,",,,,,,,,,,,,,,,,,,,,,,,,,"37.7","3,,,U",,,,,,,,,,,,
"USR0000AOAK","OAK CREEK ARIZONA, AZ US","34.9417","-111.7517","1500.8","2013-04",,,,,,,,,"28",",U,18,",,,,,,,"91",",U,29,",,,,,,,,,,,,,"57.2",",U","73.5",",,,U","41.0",",,,U",,,,,,,,,,,,
"US1AZPN0035","APACHE JUNCTION 3.0 ESE, AZ US","33.391571","-111.492774","524.0","2013-01",,,,,,,,,,,,,,,"1.18","1,,N,27,",,,,,,,,,,,"1.98","1,,,N",,,,,,,,,,,,,,,,,,,,
"US1AZPN0035","APACHE JUNCTION 3.0 ESE, AZ US","33.391571","-111.492774","524.0","2013-02",,,,,,,"0","4,N",,,,,"0.0","4,,N,28,+","0.73",",,N,21,",,,,,,,,,,,"0.87",",,,N","0.0","4,,,N",,,,,,,,,,,,,,,,,,
"US1AZPN0035","APACHE JUNCTION 3.0 ESE, AZ US","33.391571","-111.492774","524.0","2013-03",,,,,,,"0","3,N",,,,,"0.0","3,,N,31,+","0.60",",,N,09,",,,,,,,,,,,"1.20",",,,N","0.0","3,,,N",,,,,,,,,,,,,,,,,,
"US1AZPN0035","APACHE JUNCTION 3.0 ESE, AZ US","33.391571","-111.492774","524.0","2013-04",,,,,,,"0","2,N",,,,,"0.0","2,,N,30,+","0.22",",,N,09,",,,,,,,,,,,"0.22",",,,N","0.0","2,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0094","GLENDALE 2.8 NNW, AZ US","33.593347","-112.191531","364.5","2013-01",,,,,,,"0","4,N",,,,,"0.0","4,,N,31,+","1.00",",,N,26,",,,,,,,,,,,"1.25",",,,N","0.0","4,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0094","GLENDALE 2.8 NNW, AZ US","33.593347","-112.191531","364.5","2013-02",,,,,,,"0","4,N",,,,,"0.0","4,,N,28,+","0.17","1,,N,21,",,,,,,,,,,,"0.23","1,,,N","0.0","4,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0094","GLENDALE 2.8 NNW, AZ US","33.593347","-112.191531","364.5","2013-04",,,,,,,"0","4,N",,,,,"0.0","4,,N,30,+","0.00","4,,N,30,+",,,,,,,,,,,"0.00","4,,,N","0.0","4,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0096","MESA 1.5 SSW, AZ US","33.397783","-111.750085","386.2","2013-01",,,,,,,"0","5,N",,,,,"0.0","5,,N,31,+","0.89",",,N,27,",,,,,,,,,,,"2.07",",,,N","0.0","5,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0096","MESA 1.5 SSW, AZ US","33.397783","-111.750085","386.2","2013-02",,,,,,,"0","4,N",,,,,"0.0","4,,N,28,+","0.46",",,N,21,",,,,,,,,,,,"0.53",",,,N","0.0","4,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0096","MESA 1.5 SSW, AZ US","33.397783","-111.750085","386.2","2013-03",,,,,,,"0","1,N",,,,,"0.0","1,,N,31,+","0.76",",,N,09,",,,,,,,,,,,"0.76",",,,N","0.0","1,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0096","MESA 1.5 SSW, AZ US","33.397783","-111.750085","386.2","2013-04",,,,,,,"0","1,N",,,,,"0.0","1,,N,30,+","0.12",",,N,09,",,,,,,,,,,,"0.12",",,,N","0.0","1,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0118","TUCSON 10.3 SE, AZ US","32.116925","-110.793624","890.0","2013-01",,,,,,,,,,,,,,,"0.22","1,,N,27,",,,,,,,,,,,"0.63","1,,,N",,,,,,,,,,,,,,,,,,,,
"US1AZPM0118","TUCSON 10.3 SE, AZ US","32.116925","-110.793624","890.0","2013-02",,,,,,,,,,,,,,,"0.53","2,,N,21,",,,,,,,,,,,"0.90","2,,,N",,,,,,,,,,,,,,,,,,,,
"US1AZPM0118","TUCSON 10.3 SE, AZ US","32.116925","-110.793624","890.0","2013-03",,,,,,,"0","3,N",,,,,"0.0","3,,N,31,+","0.04","1,,N,10,",,,,,,,,,,,"0.05","1,,,N","0.0","3,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0118","TUCSON 10.3 SE, AZ US","32.116925","-110.793624","890.0","2013-04",,,,,,,"0","1,N",,,,,"0.0","1,,N,30,+","0.10",",,N,09,",,,,,,,,,,,"0.10",",,,N","0.0","1,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0119","TUCSON 2.0 ENE, AZ US","32.231868","-110.889304","768.1","2013-01",,,,,,,,,,,,,,,"0.64","2,,N,26,",,,,,,,,,,,"0.89","2,,,N",,,,,,,,,,,,,,,,,,,,
"US1AZPM0119","TUCSON 2.0 ENE, AZ US","32.231868","-110.889304","768.1","2013-02",,,,,,,,,,,,,,,"0.31","4,,N,20,",,,,,,,,,,,"0.80","4,,,N",,,,,,,,,,,,,,,,,,,,
"US1AZPM0119","TUCSON 2.0 ENE, AZ US","32.231868","-110.889304","768.1","2013-03",,,,,,,"0","1,N",,,,,"0.0","1,,N,31,+","0.01",",,N,09,",,,,,,,,,,,"0.01",",,,N","0.0","1,,,N",,,,,,,,,,,,,,,,,,
"US1AZPM0119","TUCSON 2.0 ENE, AZ US","32.231868","-110.889304","768.1","2013-04",,,,,,,"0","2,N",,,,,"0.0","2,,N,30,+","0.16","1,,N,09,",,,,,,,,,,,"0.16","1,,,N","0.0","2,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0088","PHOENIX 10.0 NW, AZ US","33.582736","-112.141271","377.3","2013-01",,,,,,,"0","5,N",,,,,"0.0","5,,N,31,+","0.71",",,N,27,",,,,,,,,,,,"1.43",",,,N","0.0","5,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0088","PHOENIX 10.0 NW, AZ US","33.582736","-112.141271","377.3","2013-02",,,,,,,"0","1,N",,,,,"0.0","1,,N,28,+","0.29",",,N,10,",,,,,,,,,,,"0.29",",,,N","0.0","1,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0088","PHOENIX 10.0 NW, AZ US","33.582736","-112.141271","377.3","2013-03",,,,,,,"0","1,N",,,,,"0.0","1,,N,31,+","0.44",",,N,09,",,,,,,,,,,,"0.44",",,,N","0.0","1,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0088","PHOENIX 10.0 NW, AZ US","33.582736","-112.141271","377.3","2013-04",,,,,,,"0","1,N",,,,,"0.0","1,,N,30,+","0.04",",,N,09,",,,,,,,,,,,"0.04",",,,N","0.0","1,,,N",,,,,,,,,,,,,,,,,,
"USR0000AHOR","HORSE CAMP CANYON ARIZONA, AZ US","32.9375","-110.4961","1231.4","2013-01",,,"0","U",,,,,"19",",U,15,",,,,,,,"74",",U,22,",,,"1244","U",,,,,,,,,"45.7",",U","55.3",",,,U","36.1",",,,U",,,,,,,,,,,,
"USR0000AHOR","HORSE CAMP CANYON ARIZONA, AZ US","32.9375","-110.4961","1231.4","2013-02",,,"0","U",,,,,"27",",U,21,",,,,,,,"68",",U,02,",,,"1747","U",,,,,,,,,"47.0",",U","57.5",",,,U","36.6",",,,U",,,,,,,,,,,,
"USR0000AHOR","HORSE CAMP CANYON ARIZONA, AZ US","32.9375","-110.4961","1231.4","2013-03",,,"13","U",,,,,"33",",U,09,+",,,,,,,"83",",U,15,",,,"1919","U",,,,,,,,,"59.9",",U","71.1",",,,U","48.6",",,,U",,,,,,,,,,,,
"USR0000AHOR","HORSE CAMP CANYON ARIZONA, AZ US","32.9375","-110.4961","1231.4","2013-04",,,"85","U",,,,,"38",",U,09,+",,,,,,,"89",",U,29,",,,"2012","U",,,,,,,,,"64.3",",U","76.2",",,,U","52.3",",,,U",,,,,,,,,,,,
"US1AZYV0028","PRESCOTT 3.9 NW, AZ US","34.576415","-112.513209","1704.7","2013-01",,,,,,,"1","5,N",,,,,"1.2","5,,N,29,","1.10",",,N,26,",,,,,,,,,,,"2.33",",,,N","1.2","5,,,N",,,,,,,,,,,,,,,,,,
"US1AZYV0028","PRESCOTT 3.9 NW, AZ US","34.576415","-112.513209","1704.7","2013-02",,,,,,,,,,,,,,,"0.30","3,,N,09,",,,,,,,,,,,"0.60","3,,,N",,,,,,,,,,,,,,,,,,,,
"US1AZYV0028","PRESCOTT 3.9 NW, AZ US","34.576415","-112.513209","1704.7","2013-03",,,,,,,"0","3,N",,,,,"0.0","3,,N,31,+","0.74",",,N,09,",,,,,,,,,,,"0.87",",,,N","0.0","3,,,N",,,,,,,,,,,,,,,,,,
"USW00053019","WHITERIVER A 1 SW, AZ US","33.8209","-109.9831","1576.7","2013-01",,,"0","R",,,,,"2",",R,15,",,,,,"0.56",",,R,27,","69",",R,23,",,,"2463","R",,,,,"1.61",",,,R",,,"35.1",",R","50.6",",,,R","19.6",",,,R",,,,,,,,,,,,
"USW00053019","WHITERIVER A 1 SW, AZ US","33.8209","-109.9831","1576.7","2013-02",,,"0","R",,,,,"12",",R,12,",,,,,"0.38",",,R,20,","66",",R,16,",,,"3248","R",,,,,"0.85",",,,R",,,"36.9",",R","52.1",",,,R","21.8",",,,R",,,,,,,,,,,,
"USW00053019","WHITERIVER A 1 SW, AZ US","33.8209","-109.9831","1576.7","2013-03",,,"0","R",,,,,"20",",R,01,",,,,,"0.65",",,R,08,","79",",R,15,",,,"3746","R",,,,,"0.91",",,,R",,,"48.9",",R","66.8",",,,R","31.1",",,,R",,,,,,,,,,,,
"USW00053019","WHITERIVER A 1 SW, AZ US","33.8209","-109.9831","1576.7","2013-04",,,"0","R",,,,,"23","1,R,19,",,,,,"0.85",",,R,09,","84","1,R,29,",,,"4101","R",,,,,"0.88",",,,R",,,"52.8","1,R","70.8","1,,,R","34.7","1,,,R",,,,,,,,,,,,
"USC00028795","TUCSON 17 NW, AZ US","32.2541","-111.1961","780.6","2013-01",,,"4","7",,,,,"15","4,7,14,",,,,,"0.42","3,,7,26,","82","3,7,24,",,,,,,,,,"0.91","3,,,7",,,"48.6","4,7","62.1","3,,,7","35.1","4,,,7",,,,,,,,,,,,
"USC00028795","TUCSON 17 NW, AZ US","32.2541","-111.1961","780.6","2013-02",,,"4","7",,,,,"27","3,7,13,",,,,,"0.78","3,,7,21,","76","3,7,18,+",,,,,,,,,"1.37","3,,,7",,,"50.1","3,7","63.7","3,,,7","36.4","3,,,7",,,,,,,,,,,,
"USC00028795","TUCSON 17 NW, AZ US","32.2541","-111.1961","780.6","2013-03",,,"58","7",,,,,"31","5,7,10,",,,,,"0.19",",,7,09,","94","2,7,16,",,,,,,,,,"0.24",",,,7",,,"63.8","5,7","79.6","2,,,7","48.0","5,,,7",,,,,,,,,,,,
"USC00028795","TUCSON 17 NW, AZ US","32.2541","-111.1961","780.6","2013-04",,,"156","7",,,,,"39","3,7,24,",,,,,"0.09","3,,7,10,","96","3,7,30,+",,,,,,,,,"0.09","3,,,7",,,"67.0","3,7","83.9","3,,,7","50.1","3,,,7",,,,,,,,,,,,
"US1AZYV0022","PRESCOTT 4.4 ENE, AZ US","34.56133094","-112.38633683","1648.4","2013-01",,,,,,,,,,,,,,,"0.66",",,N,26,",,,,,,,,,,,"1.66",",,,N",,,,,,,,,,,,,,,,,,,,
"US1AZYV0022","PRESCOTT 4.4 ENE, AZ US","34.56133094","-112.38633683","1648.4","2013-02",,,,,,,,,,,,,,,"0.20","2,,N,09,",,,,,,,,,,,"0.41","2,,,N",,,,,,,,,,,,,,,,,,,,
"US1AZYV0022","PRESCOTT 4.4 ENE, AZ US","34.56133094","-112.38633683","1648.4","2013-03",,,,,,,,,,,,,,,"0.79","2,,N,09,",,,,,,,,,,,"0.83","2,,,N",,,,,,,,,,,,,,,,,,,,
"US1AZYV0022","PRESCOTT 4.4 ENE, AZ US","34.56133094","-112.38633683","1648.4","2013-04",,,,,,,"0","4,N",,,,,"0.0","4,,N,30,+","0.23","2,,N,09,",,,,,,,,,,,"0.25","2,,,N","0.0","4,,,N",,,,,,,,,,,,,,,,,,
"USC00026132","ORGAN PIPE CACTUS NM, AZ US","31.9555","-112.8002","511.5","2013-01",,,"4","7",,,,,"24",",7,13,+",,,,,"1.13",",,7,26,","84",",7,23,+",,,,,,,,,"1.28",",,,7",,,"52.8",",7","66.7",",,,7","38.8",",,,7",,,,,,,,,,,,
"USC00026132","ORGAN PIPE CACTUS NM, AZ US","31.9555","-112.8002","511.5","2013-02",,,"4","7",,,,,"28",",7,12,",,,,,"0.42",",,7,20,","80",",7,17,+",,,,,,,,,"0.48",",,,7",,,"53.6",",7","69.0",",,,7","38.1",",,,7",,,,,,,,,,,,
"USC00026132","ORGAN PIPE CACTUS NM, AZ US","31.9555","-112.8002","511.5","2013-03",,,"87","7",,,,,"37",",7,10,+",,,,,"0.34",",,7,08,","94","1,7,14,",,,,,,,,,"0.34",",,,7",,,"66.1","1,7","83.1","1,,,7","49.2",",,,7",,,,,,,,,,,,
"USC00026132","ORGAN PIPE CACTUS NM, AZ US","31.9555","-112.8002","511.5","2013-04",,,"227","7",,,,,"41","1,7,12,",,,,,"0.00",",,7,30,+","99","2,7,28,",,,,,,,,,"0.00",",,,7",,,"69.3","2,7","85.9","2,,,7","52.8","1,,,7",,,,,,,,,,,,
"US1AZCN0003","WILLIAMS 0.4 SW, AZ US","35.2431992","-112.1950529","2080.6","2013-03",,,,,,,"2","3,N",,,,,"4.0","3,,N,09,","1.02","2,,N,09,",,,,,,,,,,,"1.49","2,,,N","6.0","3,,,N",,,,,,,,,,,,,,,,,,
"US1AZCN0003","WILLIAMS 0.4 SW, AZ US","35.2431992","-112.1950529","2080.6","2013-04",,,,,,,"1",",N",,,,,"1.0",",,N,09,","0.15",",,N,09,",,,,,,,,,,,"0.15",",,,N","1.0",",,,N",,,,,,,,,,,,,,,,,,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","31.60563","-110.42809","1445.4","2013-01","8.3",",W","0",,,,,,"9",",W,15,",,,,,,,"71",",W,23,",,,"1459",,,,,,,,,,"42.9",",W","55.3",",,,W","30.5",",,,W","210",",W","210",",W",,,"36.9",",W","46",",W",,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","31.60563","-110.42809","1445.4","2013-02","9.2","3,W","0",,,,,,"20","3,W,21,",,,,,"0.09","4,,W,20,","69","3,W,02,",,,"1974",,,,,,"0.09","4,,,W",,,"44.4","3,W","58.0","3,,,W","30.8","3,,,W","300","3,W","300","3,W",,,"45.0","3,W","54","3,W",,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","31.60563","-110.42809","1445.4","2013-03","10.1","2,W","2",,,,,,"31","2,W,01,",,,,,"0.25","2,,W,08,","83","2,W,15,",,,"2202",,,,,,"0.26","2,,,W",,,"57.2","2,W","71.9","2,,,W","42.5","2,,,W","210","2,W","200","2,W",,,"36.9","2,W","47","2,W",,
"USW00053146","FORT HUACHUCA PIONEER AIRFIELD, AZ US","31.60563","-110.42809","1445.4","2013-04","12.8","3,W","9",,,,,,"35","3,W,11,",,,,,"0.05","3,,W,08,","86","3,W,30,",,,"2335",,,,,,"0.07","3,,,W",,,"60.3","3,W","75.4","3,,,W","45.2","3,,,W","220","3,W","220","3,W",,,"46.1","3,W","59","3,W",,
"US1AZCN0002","FLAGSTAFF 7.8 SSW, AZ US","35.09385","-111.69535","2078.7","2013-01",,,,,"29",",N","1",",N",,,"6",",,N,02,+","1.6",",,N,28,","1.89",",,N,26,",,,,,,,,,,,"2.63",",,,N","2.4",",,,N",,,,,,,,,,,,,,,,,,
"US1AZCN0002","FLAGSTAFF 7.8 SSW, AZ US","35.09385","-111.69535","2078.7","2013-02",,,,,"10",",N","3",",N",,,"7",",,N,10,","6.1",",,N,09,","0.37",",,N,20,",,,,,,,,,,,"0.98",",,,N","15.7",",,,N",,,,,,,,,,,,,,,,,,
"US1AZCN0002","FLAGSTAFF 7.8 SSW, AZ US","35.09385","-111.69535","2078.7","2013-03",,,,,"4",",N","2",",N",,,"9",",,N,09,","8.0",",,N,08,","1.06",",,N,08,",,,,,,,,,,,"1.27",",,,N","10.3",",,,N",,,,,,,,,,,,,,,,,,
"US1AZCN0002","FLAGSTAFF 7.8 SSW, AZ US","35.09385","-111.69535","2078.7","2013-04",,,,,"0",",N","0",",N",,,"0",",,N,30,+","0.4",",,N,09,","0.03",",,N,09,",,,,,,,,,,,"0.05",",,,N","0.6",",,,N",,,,,,,,,,,,,,,,,,
"US1AZCN0007","FLAGSTAFF 1.4 W, AZ US","35.190368","-111.67422","2120.8","2013-01",,,,,"31",",N","3",",N",,,"14",",,N,01,","3.0",",,N,29,+","0.96",",,N,26,",,,,,,,,,,,"2.80",",,,N","9.0",",,,N",,,,,,,,,,,,,,,,,,
"US1AZCN0007","FLAGSTAFF 1.4 W, AZ US","35.190368","-111.67422","2120.8","2013-02",,,,,"22","1,N","5","1,N",,,"9","1,,N,21,","4.0","1,,N,20,","0.34","1,,N,20,",,,,,,,,,,,"1.19","1,,,N","14.0","1,,,N",,,,,,,,,,,,,,,,,,
"US1AZCN0007","FLAGSTAFF 1.4 W, AZ US","35.190368","-111.67422","2120.8","2013-03",,,,,,,"3",",N",,,,,"7.0",",,N,09,","1.45",",,N,09,",,,,,,,,,,,"1.75",",,,N","11.0",",,,N",,,,,,,,,,,,,,,,,,
"US1AZCN0007","FLAGSTAFF 1.4 W, AZ US","35.190368","-111.67422","2120.8","2013-04",,,,,,,"0","1,N",,,,,"0.0","1,,N,30,+","0.00","1,,N,30,+",,,,,,,,,,,"0.00","1,,,N","0.0","1,,,N",,,,,,,,,,,,,,,,,,
"US1AZCN0006","FLAGSTAFF 3.2 NNW, AZ US","35.233009","-111.668679","2160.4","2013-03",,,,,,,"0","1,N",,,,,"0.0","1,,N,31,+","1.20",",,N,10,",,,,,,,,,,,"1.20",",,,N","0.0","1,,,N",,,,,,,,,,,,,,,,,,
"US1AZYV0029","PRESCOTT 2.4 NNE, AZ US","34.571017","-112.441733","1634.9","2013-03",,,,,,,"1","2,N",,,,,"2.0","2,,N,09,","0.50",",,N,09,",,,,,,,,,,,"0.54",",,,N","2.0","2,,,N",,,,,,,,,,,,,,,,,,
"US1AZYV0029","PRESCOTT 2.4 NNE, AZ US","34.571017","-112.441733","1634.9","2013-04",,,,,,,"0","1,N",,,,,"0.0","1,,N,30,+","0.10",",,N,09,",,,,,,,,,,,"0.10",",,,N","0.0","1,,,N",,,,,,,,,,,,,,,,,,
"US1AZMR0082","PHOENIX 9.2 NE, AZ US","33.572013","-112.013225","447.8","2013-01",,,,,,,,,,,,,,,"1.27","4,,N,27,",,,,,,,,,,,"1.74","4,,,N",,,,,,,,,,,,,,,,,,,,
"US1AZMR0082","PHOENIX 9.2 NE, AZ US","33.572013","-112.013225","447.8","2013-02",,,,,,,,,,,,,,,"0.59","1,,N,21,",,,,,,,,,,,"0.94","1,,,N",,,,,,,,,,,,,,,,,,,,
