"STATION","NAME","DATE","CDSD","DSNW","EMNT","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN"
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2021-09",,,,,"1.40",,,"2.02",,,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2021-10",,"0",,"0.0","0.06",,,"0.06","0.0",,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2021-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2021-12",,,,,"0.25",,,"0.94",,,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2022-01",,"0",,"0.0","0.51",,,"0.64","0.0",,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2022-02",,"0",,"0.0","0.26",,,"0.38","0.0",,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2022-03",,"0",,"0.0","0.35",,,"0.49","0.0",,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2022-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2022-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2022-06",,,,,"0.37",,,"0.81",,,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2022-07",,,,,"1.76",,,"4.01",,,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2022-08",,,,,"1.13",,,"3.87",,,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2022-09",,,,,"1.75",,,"5.83",,,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2022-10",,,,,"0.76",,,"1.28",,,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2022-11",,"0",,"0.0","0.04",,,"0.04","0.0",,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2022-12",,,,,"0.67",,,"1.50",,,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2023-01",,,,,"0.67",,,"1.06",,,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2023-02",,,,,"0.26",,,"0.71",,,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2023-03",,"1",,"2.0","0.49",,,"0.60","2.0",,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2023-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2023-05",,,,,"0.13",,,"0.17",,,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2023-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0408","GREEN VALLEY 1.9 SE, AZ US","2023-07",,,,,"0.42",,,"1.09",,,,
"US1AZPM0425","CORONA DE TUCSON 3.0 SSW, AZ US","2021-09",,,,,"1.42",,,"2.30",,,,
"US1AZPM0425","CORONA DE TUCSON 3.0 SSW, AZ US","2021-10",,"0",,"0.0","0.39",,,"0.39","0.0",,,
"US1AZPM0425","CORONA DE TUCSON 3.0 SSW, AZ US","2021-11",,"0",,"0.0","0.03",,,"0.03","0.0",,,
"US1AZPM0425","CORONA DE TUCSON 3.0 SSW, AZ US","2021-12",,,,,"0.44",,,"1.07",,,,
"US1AZPM0425","CORONA DE TUCSON 3.0 SSW, AZ US","2022-01",,"0",,"0.0","0.38",,,"0.56","0.0",,,
"US1AZPM0425","CORONA DE TUCSON 3.0 SSW, AZ US","2022-02",,,,,"0.35",,,"0.35",,,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2020-09",,"0",,"0.0","0.18",,,"0.29","0.0",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2020-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2020-11",,"0",,"0.0","0.12",,,"0.15","0.0",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2020-12",,"0",,"0.0","0.35",,,"0.43","0.0",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2021-01",,,,,"0.57",,,"1.59",,,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2021-02",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2021-03",,"0",,"0.0","0.16",,,"0.31","0.0",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2021-04",,"0",,"0.0","0.02",,,"0.02","0.0",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2021-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2021-06",,"0",,"0.0","0.09",,,"0.09","0.0",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2021-07",,,,,"1.93",,,"5.76",,,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2021-08",,,,,"0.97",,,"3.05",,,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2021-09",,"0",,"0.0","0.59",,,"1.32","0.0",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2021-10",,"0",,"0.0","0.05",,,"0.05","0.0",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2021-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2021-12",,,,,"0.27",,,"0.75",,,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2022-01",,"0",,"0.0","0.63",,,"0.72","0.0",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2022-03",,"0",,"0.0","0.25",,,"0.25","0.0",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2022-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2022-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2022-06",,,,,"0.15",,,"0.52",,,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2022-07",,,,,"1.30",,,"5.20",,,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2022-08",,,,,"0.85",,,"2.58",,,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2022-09",,,,,"1.10",,,"2.92",,,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2022-10",,"0",,"0.0","0.34",,,"0.53","0.0",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2022-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2022-12",,"0",,"0.0","0.35",,,"0.79","0.0",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2023-01",,"0",,"0.0","0.24",,,"0.42","0.0",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2023-02",,"0",,"0.0","0.30",,,"0.85","0.0",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2023-03",,"1",,"1.7","0.02",,,"0.02","1.7",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2023-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2023-05",,"0",,"0.0","0.11",,,"0.12","0.0",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2023-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0404","GREEN VALLEY 4.9 SW, AZ US","2023-07",,,,,"0.40",,,"1.60",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2013-07",,,,,"0.67",,,"2.54",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2013-08",,,,,"0.35",,,"1.05",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2013-09",,"0",,"0.0","0.44",,,"0.60","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2013-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2013-11",,"0",,"0.0","1.38",,,"1.98","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2013-12",,"0",,"0.0","1.13",,,"1.57","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2014-01",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2014-02",,"0",,"0.0","0.01",,,"0.01","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2014-03",,"0",,"0.0","1.07",,,"1.07","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2014-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2014-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2014-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2014-07",,,,,"0.70",,,"2.78",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2014-08",,,,,"1.07",,,"2.96",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2014-09",,,,,"0.69",,,"1.91",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2014-10",,"0",,"0.0","0.64",,,"0.88","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2014-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2014-12",,,,,"0.36",,,"1.15",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2015-01",,,,,"1.24",,,"2.53",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2015-02",,"0",,"0.0","0.40",,,"0.50","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2015-03",,"0",,"0.0","0.19",,,"0.41","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2015-04",,"0",,"0.0","0.13",,,"0.18","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2015-05",,"0",,"0.0","0.30",,,"0.41","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2015-06",,"0",,"0.0","0.47",,,"1.33","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2015-07",,,,,"1.05",,,"2.17",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2015-08",,,,,"0.99",,,"2.47",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2015-09",,,,,"1.72",,,"3.68",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2015-10",,,,,"0.73",,,"2.46",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2015-11",,"0",,"0.0","0.09",,,"0.19","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2015-12",,"0",,"0.0","0.56",,,"0.56","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2016-01",,"0",,"0.0","0.86",,,"0.93","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2016-02",,"0",,"0.0","0.17",,,"0.17","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2016-03",,"0",,"0.0","0.06",,,"0.06","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2016-04",,"0",,"0.0","0.26",,,"0.51","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2016-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2016-07",,,,,"1.01",,,"2.16",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2016-08",,,,,"1.21",,,"3.22",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2016-09",,"0",,"0.0","1.38",,,"2.02","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2016-10",,"0",,"0.0","0.17",,,"0.22","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2016-11",,"0",,"0.0","0.09",,,"0.15","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2016-12",,,,,"0.16",,,"0.86",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2017-01",,,,,"0.38",,,"0.71",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2017-02",,"0",,"0.0","0.13",,,"0.17","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2017-03",,"0",,"0.0","0.01",,,"0.02","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2017-04",,"0",,"0.0","0.04",,,"0.04","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2017-05",,"0",,"0.0","0.04",,,"0.04","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2017-06",,"0",,"0.0","0.04",,,"0.04","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2017-07",,,,,"2.33",,,"5.97",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2017-08",,,,,"0.33",,,"1.05",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2017-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2017-11",,"0",,"0.0","0.20",,,"0.20","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2017-12",,"0",,"0.0","0.44",,,"0.67","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2018-01",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2018-02",,,,,"1.79",,,"2.98",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2018-03",,"0",,"0.0","0.05",,,"0.08","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2018-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2018-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2018-06",,"0",,"0.0","0.70",,,"1.17","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2018-07",,,,,"0.57",,,"2.20",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2018-08",,,,,"0.83",,,"3.33",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2018-09",,"0",,"0.0","1.75",,,"2.10","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2018-10",,,,,"3.20",,,"5.50",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2018-12",,,,,"0.32",,,"1.50",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2019-01",,"1",,"1.0","0.73",,,"1.56","1.5",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2019-02",,,,,"1.11",,,"2.69",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2019-03",,"0",,"0.0","0.44",,,"0.67","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2019-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2019-05",,"0",,"0.0","0.38",,,"0.46","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2019-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2019-07",,,,,"0.50",,,"0.89",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2019-08",,,,,"0.68",,,"1.84",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2019-09",,,,,"1.23",,,"3.30",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2019-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2019-11",,,,,"0.88",,,"2.85",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2019-12",,,,,"0.47",,,"1.28",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2020-01",,,,,"0.32",,,"0.74",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2020-02",,"0",,"0.0","0.37",,,"0.84","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2020-03",,,,,"0.45",,,"0.72",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2020-04",,"0",,"0.0","0.07",,,"0.07","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2020-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2020-07",,,,,"0.17",,,"0.48",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2020-08",,"0",,"0.0","0.23",,,"0.43","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2020-09",,"0",,"0.0","0.02",,,"0.02","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2020-10",,"0",,"0.0","0.02",,,"0.02","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2020-11",,"0",,"0.0","0.03",,,"0.03","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2020-12",,"0",,"0.0","0.20",,,"0.27","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2021-01",,,,,"0.26",,,"0.97",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2021-02",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2021-03",,"0",,"0.0","0.15",,,"0.27","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2021-07",,,,,"1.55",,,"6.24",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2021-08",,,,,"0.82",,,"2.30",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2021-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2021-11",,"0",,"0.0","0.01",,,"0.01","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2021-12",,,,,"0.24",,,"0.59",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2022-01",,"0",,"0.0","0.49",,,"0.59","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2022-02",,"0",,"0.0","0.29",,,"0.42","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2022-03",,"0",,"0.0","0.50",,,"0.86","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2022-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2022-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2022-06",,,,,"0.10",,,"0.26",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2022-07",,,,,"0.72",,,"2.30",,,,
"US1AZPM0109","SAHUARITA 2.6 WNW, AZ US","2022-08",,,,,"0.54",,,"2.77",,,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2015-11",,,,,"0.11",,,"0.22",,,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2016-01",,,,,"0.92",,,"1.48",,,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2016-02",,"0",,"0.0","0.12",,,"0.12","0.0",,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2016-03",,,,,,,,"0.04",,,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2016-04",,,,,"0.29",,,"0.67",,,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2016-05",,,,,,,,"0.00",,,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2016-06",,,,,"0.26",,,"0.78",,,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2016-08",,,,,"1.32",,,"2.83",,,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2016-12",,,,,,,,"0.92",,,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2017-01",,,,,"0.36",,,"0.67",,,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2017-02",,"0",,"0.0","0.03",,,"0.10","0.0",,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2017-04",,"0",,"0.0","0.04",,,"0.04","0.0",,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2017-06",,,,,,,,"0.03",,,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2017-08",,,,,,,,"1.59",,,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2017-09",,,,,,,,"0.12",,,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2017-11",,,,,,,,"0.19",,,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2017-12",,,,,"0.41",,,"0.72",,,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2018-01",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2018-03",,"0",,"0.0","0.06",,,"0.09","0.0",,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2018-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2018-06",,"0",,"0.0","0.80",,,"0.82","0.0",,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2018-07",,,,,"0.81",,,"2.30",,,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2018-08",,,,,"0.87",,,"2.83",,,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2018-09",,"0",,"0.0","3.05",,,"3.39","0.0",,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2018-12",,,,,"0.47",,,"1.38",,,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2019-01",,,,,"0.61",,,"1.56",,,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2019-02",,,,,"1.21",,,"2.82",,,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2019-03",,,,,"0.44",,,"0.85",,,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2019-06",,,,,"0.00",,,"0.00",,,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2020-06",,,,,"0.00",,,"0.00",,,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2020-10",,,,,"0.04",,,"0.04",,,,
"US1AZPM0113","SAHUARITA 3.3 SW, AZ US","2022-07",,,,,"1.17",,,"4.53",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2017-07",,,,,"1.48",,,"3.75",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2017-08",,,,,"0.63",,,"1.10",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2017-09",,,,,"0.11",,,"0.21",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2017-10",,,,,,,,"0.00",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2018-01",,,,,,,,"0.00",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2018-02",,,,,,,,"3.18",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2018-03",,,,,,,,"0.03",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2018-04",,,,,,,,"0.00",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2018-05",,,,,"0.00",,,"0.00",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2018-07",,,,,"0.57",,,"3.23",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2018-08",,,,,"0.99",,,"1.82",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2018-09",,,,,"3.38",,,"3.87",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2018-10",,,,,"1.03",,,"3.61",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2018-11",,,,,,,,"0.16",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2018-12",,,,,"0.39",,,"1.16",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2019-01",,,,,"0.55",,,"1.41",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2019-02",,,,,"1.22",,,"2.70",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2019-03",,,,,"0.46",,,"0.89",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2019-04",,,,,"0.12",,,"0.12",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2019-05",,,,,,,,"0.38",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2019-07",,,,,"0.17",,,"0.51",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2019-08",,,,,"1.04",,,"2.87",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2019-09",,,,,"1.08",,,"2.13",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2019-11",,,,,"0.92",,,"2.71",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2019-12",,,,,"0.49",,,"1.91",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2020-01",,,,,"0.31",,,"0.75",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2020-02",,,,,"0.53",,,"0.97",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2020-03",,,,,"0.54",,,"0.94",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2020-04",,,,,"0.10",,,"0.10",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2020-05",,,,,,,,"0.01",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2020-06",,,,,"0.09",,,"0.09",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2020-07",,,,,"0.23",,,"0.67",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2020-08",,,,,"0.24",,,"0.36",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2020-09",,,,,"0.76",,,"0.76",,,,
"US1AZPM0311","GREEN VALLEY 1.1 NW, AZ US","2020-10",,,,,"0.01",,,"0.01",,,,
